id;inn;full_name;short_name
14090;1306073569;Администрация Дубенского муниципального района;Администрация Дубенского муниципального района
14091;1510007380;Администрация местного самоуправления Моздокского района РСО-Алания;Администрация местного самоуправления Моздокского района РСО-Алания
14092;0562076424;Территориальное управление Федерального агентства по управлению государственным имуществом в Республике Дагестан;Территориальное управление Федерального агентства по управлению государственным имуществом в Республике Дагестан
14093;0519013139;"Муниципальное образование ""Курахский район""";"Муниципальное образование ""Курахский район"""
14094;7515002604;-- Без названия (7515002604) --;-- Без названия (7515002604) --
14095;1212004320;"Сердежская сельская администрация муниципального образования ""Сердежское сельское поселение""";"Сердежская сельская администрация муниципального образования ""Сердежское сельское поселение"""
14096;0523001136;"Администрация муниципального района ""Магарамкентский район""";"Администрация муниципального района ""Магарамкентский район"""
14097;7115004710;-- Без названия (7115004710) --;-- Без названия (7115004710) --
14098;2901194203;-- Без названия (2901194203) --;-- Без названия (2901194203) --
14099;7017999672;Некоммерческая организация «Фонд развития малого и среднего предпринимательства Томской области»;Некоммерческая организация «Фонд развития малого и среднего предпринимательства Томской области»
14100;2344009326;Администрация муниципального образования Новопокровский район;Администрация муниципального образования Новопокровский район
14101;2346017026;Администрация муниципального образования Павловский район, Краснодарский край;Администрация муниципального образования Павловский район, Краснодарский край
14102;8610004378;Администрация города Нягани;Администрация города Нягани
14103;1320111618;Администрация Теньгушевского муниципального района Республики Мордовия;Администрация Теньгушевского муниципального района Республики Мордовия
14104;3616001399;Администрация Новоусманского муниципального района;Администрация Новоусманского муниципального района
14105;7616007334;Администрация  городского поселения Гаврилов-Ям;Администрация  городского поселения Гаврилов-Ям
14106;3313001054;Администрация Гороховецкого района;Администрация Гороховецкого района
14107;7129500563;Администрация муниципального образования Самарское Куркинского района;Администрация муниципального образования Самарское Куркинского района
14108;3921001500;"Администрация муниципального образования ""Озерский городской округ""";"Администрация муниципального образования ""Озерский городской округ"""
14109;2130058291;Автономная некоммерческая организация «Микрокредитная компания «Агентство по поддержке малого и среднего бизнеса в Чувашской Республике»;Автономная некоммерческая организация «Микрокредитная компания «Агентство по поддержке малого и среднего бизнеса в Чувашской Республике»
14110;7710480308;Московский Фонд поддержки промышленности и предпринимательства;Московский Фонд поддержки промышленности и предпринимательства
14111;2308077000;Департамент промышленной политики Краснодарского края;Департамент промышленной политики Краснодарского края
14112;3808214087;МТУ Росимущества в Иркутской области, Республике Бурятия и Забайкальском крае;МТУ Росимущества в Иркутской области, Республике Бурятия и Забайкальском крае
14113;6623000754;Администрация города Нижний Тагил;Администрация города Нижний Тагил
14114;3705001560;Администрация Фурмановского муниципального района;Администрация Фурмановского муниципального района
14115;1304068958;-- Без названия (1304068958) --;-- Без названия (1304068958) --
14116;7411003610;Управление по имуществу и земельным ресурсам;Управление по имуществу и земельным ресурсам
14117;5834052735;Центр прототипирования в структуре АО «Центр коммерциализации технологий»;Центр прототипирования в структуре АО «Центр коммерциализации технологий»
14118;7306004069;"муниципальное учреждение администрация муниципального образования ""Инзенский район""";"муниципальное учреждение администрация муниципального образования ""Инзенский район"""
14119;5245995024;Богородский центр развития предпринимательства;Богородский центр развития предпринимательства
14120;3666144160;Микрокредитная компания Фонд развития предпринимательства Воронежской области;Микрокредитная компания Фонд развития предпринимательства Воронежской области
14121;3302008636;Администрация г.Владимира;Администрация г.Владимира
14122;1314095380;Администрация Краснослободского мунципального района Республики Мордовия;Администрация Краснослободского мунципального района Республики Мордовия
14123;5260358157;Государственное бюджетное учреждение Нижегородской области «Уполномоченный многофункциональный центр предоставления государственных и муниципальных услуг на территории Нижегородской области»;Государственное бюджетное учреждение Нижегородской области «Уполномоченный многофункциональный центр предоставления государственных и муниципальных услуг на территории Нижегородской области»
14124;4007017025;Администрация сельского поселения село Тарутино;Администрация сельского поселения село Тарутино
14125;7433001399;Администрация Кунашакского муниципального района Челябинской области;Администрация Кунашакского муниципального района Челябинской области
14126;8901017124;-- Без названия (8901017124) --;-- Без названия (8901017124) --
14127;0411130302;Министерство природных ресурсов, экологии и имущественных отношений Республики Алтай;Министерство природных ресурсов, экологии и имущественных отношений Республики Алтай
14128;1701052697;Министерство труда социальной политики Республики Тыва;Министерство труда социальной политики Республики Тыва
14129;7017996632;"Автономная некоммерческая организация ""Томский региональный инжиниринговый центр""";"Автономная некоммерческая организация ""Томский региональный инжиниринговый центр"""
14130;0212005392;Муниципальный район Бижбулякский район Республики Башкортостан;Муниципальный район Бижбулякский район Республики Башкортостан
14131;4706025205;Муниципальное бюджетное учреждение «Центр поддержки предпринимательства г. Кировска» (МБУ «ЦПП г. Кировска»);Муниципальное бюджетное учреждение «Центр поддержки предпринимательства г. Кировска» (МБУ «ЦПП г. Кировска»)
14132;7421000190;-- Без названия (7421000190) --;-- Без названия (7421000190) --
14133;6618001093;Администрация городского округа Красноуральск;Администрация городского округа Красноуральск
14134;2354009043;Администрация Терновского сельского поселения Тихорецкого района;Администрация Терновского сельского поселения Тихорецкого района
14135;0702010465;"Муниципальное казенное учреждение ""Зольский бизнес-инкубатор""";"Муниципальное казенное учреждение ""Зольский бизнес-инкубатор"""
14136;1403001390;"МБУ ""Аллаиховский Бизнес-Инкубатор""";"МБУ ""Аллаиховский Бизнес-Инкубатор"""
14137;7536104170;МТУ Росимущества в Иркутской области, Республике Бурятия и Забайкальском крае;МТУ Росимущества в Иркутской области, Республике Бурятия и Забайкальском крае
14138;6668021088;Нижнетагильский муниципальный фонд поддержки предпринимательства (микрокредитная компания);Нижнетагильский муниципальный фонд поддержки предпринимательства (микрокредитная компания)
14139;7201000204;Департамент имущественных отношений Администрации города Тюмени;Департамент имущественных отношений Администрации города Тюмени
14140;8602020249;Администрация города Сургута;Администрация города Сургута
14141;1305071167;Администрация Большеигнатовского муниципального района.;Администрация Большеигнатовского муниципального района.
14142;3203003570;Клинцовская городская администрация;Клинцовская городская администрация
14143;7612035281;МУ Администрация Головинского сельского поселения;МУ Администрация Головинского сельского поселения
14144;7006007573;Автономная некоммерческая организация «Центр развития сельского предпринимательства»;Автономная некоммерческая организация «Центр развития сельского предпринимательства»
14145;8613002594;администрация Березовского района;администрация Березовского района
14146;1111001690;"Администрация муниципального района ""Койгородский""";"Администрация муниципального района ""Койгородский"""
14147;2354009244;Администрация Фастовецкого Сельского Поселения Тихорецкого Района;Администрация Фастовецкого Сельского Поселения Тихорецкого Района
14148;3728021266;Департамент управления имуществом Ивановской области;Департамент управления имуществом Ивановской области
14149;3726001024;Администрация Южского муниципального района;Администрация Южского муниципального района
14150;7904504205;Администрация муниципального образования «Ленинское сельское поселение»;Администрация муниципального образования «Ленинское сельское поселение»
14151;0309016077;"Микрофинансовая организация фонд поддержки малого и среднего предпринимательства муниципального образования ""Кабанский район""";"Микрофинансовая организация фонд поддержки малого и среднего предпринимательства муниципального образования ""Кабанский район"""
14152;7901531810;управление по внутренней политике Еврейской автономной области;управление по внутренней политике Еврейской автономной области
14153;2700001290;-- Без названия (2700001290) --;-- Без названия (2700001290) --
14154;1708000480;"Администрация муниципального района ""Овюрский кожуун"" Республики Тыва";"Администрация муниципального района ""Овюрский кожуун"" Республики Тыва"
14155;0321000010;"МФО ФПМСП МО ""Хоринский район""";"МФО ФПМСП МО ""Хоринский район"""
14156;5222010390;Администрация Лысковского муниципального района;Администрация Лысковского муниципального района
14158;4025433807;ООО Модель Спектр;ООО Модель Спектр
14159;0537002531;"Администрация муниципального района ""Цумадинский район""";"Администрация муниципального района ""Цумадинский район"""
14160;1907001311;Администрация Боградского района;Администрация Боградского района
14161;5214001699;-- Без названия (5214001699) --;-- Без названия (5214001699) --
14162;6423002546;Администрация Озинского муниципального района Саратовской области;Администрация Озинского муниципального района Саратовской области
14163;3012000794;"Администрация МО ""Ахтубинский район""";"Администрация МО ""Ахтубинский район"""
14164;1435003143;Министерство сельского хозяйства и продовольственной политики Республики Саха (Якутия);Министерство сельского хозяйства и продовольственной политики Республики Саха (Якутия)
14165;2354009220;Администрация Еремизино-Борисовского сельского поселения;Администрация Еремизино-Борисовского сельского поселения
14166;2624800080;-- Без названия (2624800080) --;-- Без названия (2624800080) --
14167;6710001144;Администрация муниципального образования «Монастырщинский район» Смоленской области;Администрация муниципального образования «Монастырщинский район» Смоленской области
14168;7621003800;Администрация Некрасовского муниципального района;Администрация Некрасовского муниципального района
14169;0710003599;Местная администрация Эльбрусского муниципального района Кабардино-Балкарской Республики;Местная администрация Эльбрусского муниципального района Кабардино-Балкарской Республики
14170;1655183653;-- Без названия (1655183653) --;-- Без названия (1655183653) --
14171;2246000251;Администрация Калманского района Алтайского края;Администрация Калманского района Алтайского края
14172;3912002917;Администрация МО Светлогорский городской округ;Администрация МО Светлогорский городской округ
14173;1705001118;"Администрация муниципального района ""Тандинский кожуун Республики Тыва""";"Администрация муниципального района ""Тандинский кожуун Республики Тыва"""
14174;3329056771;Межрегиональное территориальное управление Росимущества во Владимирской, Ивановской, Костромской, Ярославской областях;Межрегиональное территориальное управление Росимущества во Владимирской, Ивановской, Костромской, Ярославской областях
14175;1901101006;Некоммерческая организация «Фонд «Молодежный центр стратегических инициатив и проектов»;Некоммерческая организация «Фонд «Молодежный центр стратегических инициатив и проектов»
14176;6234074270;МТУ Росимущества в Тульской, Рязанской и Орловской областях;МТУ Росимущества в Тульской, Рязанской и Орловской областях
14177;3722002235;Администрация Савинского муниципального района Ивановской области;Администрация Савинского муниципального района Ивановской области
14178;5221000801;"МБУ ""МФЦ"" Лукояновского муниципального района";"МБУ ""МФЦ"" Лукояновского муниципального района"
14179;6001003750;-- Без названия (6001003750) --;-- Без названия (6001003750) --
14180;7321001506;"АНО ""Агентство развития МО ""Сенгилеевский район""";"АНО ""Агентство развития МО ""Сенгилеевский район"""
14181;6001003774;-- Без названия (6001003774) --;-- Без названия (6001003774) --
14182;6001004601;-- Без названия (6001004601) --;-- Без названия (6001004601) --
14183;7129500556;Администрация муниципального образования Михайловское Куркинского района;Администрация муниципального образования Михайловское Куркинского района
14184;6315856460;-- Без названия (6315856460) --;-- Без названия (6315856460) --
14185;5230004376;"МБУ ""МФЦ"" Сеченовского муниципального района";"МБУ ""МФЦ"" Сеченовского муниципального района"
14186;6501280134;Министерство торговли и продовольствия Сахалинской области;Министерство торговли и продовольствия Сахалинской области
14187;8619005217;АДМИНИСТРАЦИЯ НЕФТЕЮГАНСКОГО РАЙОНА;АДМИНИСТРАЦИЯ НЕФТЕЮГАНСКОГО РАЙОНА
14188;4109004480;Администрация Козыревского сельского поселения Усть-Камчатского муниципального района Камчатского края;Администрация Козыревского сельского поселения Усть-Камчатского муниципального района Камчатского края
14189;8901022251;-- Без названия (8901022251) --;-- Без названия (8901022251) --
14190;8614002149;администрация Октябрьского района;администрация Октябрьского района
14191;3831004024;Администрация Киренского городского поселения;Администрация Киренского городского поселения
14192;2202000060;Комитет по управлению муниципальной собственностью города Барнаула;Комитет по управлению муниципальной собственностью города Барнаула
14193;3245511537;"МБУ ""МФЦ ПГ и МУ в Брянском муниципальном районе""";"МБУ ""МФЦ ПГ и МУ в Брянском муниципальном районе"""
14194;2983003182;Администрация МО «Малоземельский сельсовет» НАО;Администрация МО «Малоземельский сельсовет» НАО
14195;7313006839;-- Без названия (7313006839) --;-- Без названия (7313006839) --
14196;5260258667;ТУ Росимущества в Нижегородской области;ТУ Росимущества в Нижегородской области
14197;2901239246;Государственное автономное учреждение Архангельской области «Архангельский региональный многофункциональный центр предоставления государственных и муниципальных услуг»;Государственное автономное учреждение Архангельской области «Архангельский региональный многофункциональный центр предоставления государственных и муниципальных услуг»
14198;6001004619;"Администрация сельского поселения ""Чихачевское""";"Администрация сельского поселения ""Чихачевское"""
14199;2331014382;Администрация Ясенского сельского поселения Ейский район;Администрация Ясенского сельского поселения Ейский район
14200;6714003858;Администрация муниципального образования «Смоленский район» Смоленской области;Администрация муниципального образования «Смоленский район» Смоленской области
14201;5609080058;Центр поддержки экспорта Оренбургской области;Центр поддержки экспорта Оренбургской области
14202;6201990013;Ермишинский ЦПП;Ермишинский ЦПП
14203;2901010199;Управление по делам молодежи и патриотическому воспитанию администрации Губернатора Архангельской области и Правительства Архангельской области;Управление по делам молодежи и патриотическому воспитанию администрации Губернатора Архангельской области и Правительства Архангельской области
14204;8618002968;Администрация Ханты-Мансийского района;Администрация Ханты-Мансийского района
14205;8622011490;ДЕПАРТАМЕНТ МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТИ И ГРАДОСТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ ГОРОДА ЮГОРСКА;ДЕПАРТАМЕНТ МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТИ И ГРАДОСТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ ГОРОДА ЮГОРСКА
14206;4711005363;"Подпорожский Фонд развития экономики и предпринимательства ""Центр Делового Сотрудничества""";"Подпорожский Фонд развития экономики и предпринимательства ""Центр Делового Сотрудничества"""
14207;4623006128;Аминистрация Суджанского района, Курской области;Аминистрация Суджанского района, Курской области
14208;7135501043;Администрация муниципального образования Тургеневское Чернского района;Администрация муниципального образования Тургеневское Чернского района
14209;1311087165;-- Без названия (1311087165) --;-- Без названия (1311087165) --
14210;1205003501;"Администрация муниципального образования ""Шорсолинское сельское поселение""";"Администрация муниципального образования ""Шорсолинское сельское поселение"""
14211;5018087523;-- Без названия (5018087523) --;-- Без названия (5018087523) --
14212;3902790031;"Администрация МО ""Гусевский городской округ""";"Администрация МО ""Гусевский городской округ"""
14213;7902525915;"Администрация муниципального образования ""Теплоозерское городское поселение""";"Администрация муниципального образования ""Теплоозерское городское поселение"""
14214;8611004042;АДМИНИСТРАЦИЯ БЕЛОЯРСКОГО РАЙОНА;АДМИНИСТРАЦИЯ БЕЛОЯРСКОГО РАЙОНА
14215;1322116851;Администрация Чамзинского муниципального района Республики Мордовия;Администрация Чамзинского муниципального района Республики Мордовия
14216;5916015942;Администрация Нытвенского городского поселения;Администрация Нытвенского городского поселения
14217;5011022767;-- Без названия (5011022767) --;-- Без названия (5011022767) --
14218;5236003643;Администрация городского округа город Чкаловск Нижегородской области;Администрация городского округа город Чкаловск Нижегородской области
14219;3257011271;"МАУ ""МФЦ Володарского района г.Брянска""";"МАУ ""МФЦ Володарского района г.Брянска"""
14220;0317009789;"Микрокредитная компания Фонд поддержки и развития малого предпринимателдьства Муниципального образования ""город Северобайкальск""";"Микрокредитная компания Фонд поддержки и развития малого предпринимателдьства Муниципального образования ""город Северобайкальск"""
14221;3304022298;Администрация муниципального образования город Гусь-Хрустальный Владимирской области;Администрация муниципального образования город Гусь-Хрустальный Владимирской области
14222;7008007480;Муниципальное бюджетное учреждение «Кожевниковский бизнес-инкубатор»;Муниципальное бюджетное учреждение «Кожевниковский бизнес-инкубатор»
14223;2221129510;"Некоммерческая организация ""Алтайский фонд развития малого и среднего предпринимательства""";"Некоммерческая организация ""Алтайский фонд развития малого и среднего предпринимательства"""
14224;4522001638;-- Без названия (4522001638) --;-- Без названия (4522001638) --
14225;5024033100;-- Без названия (5024033100) --;-- Без названия (5024033100) --
14226;8601026093;Департамент имущественных и земельных отношений администрации Ханты-Мансийского района;Департамент имущественных и земельных отношений администрации Ханты-Мансийского района
14227;6653002170;Администрация Кузнецовского сельского поселения;Администрация Кузнецовского сельского поселения
14228;7610070160;Администрация Рыбинского муниципального района;Администрация Рыбинского муниципального района
14229;3430008127;-- Без названия (3430008127) --;-- Без названия (3430008127) --
14230;5219001318;Администрация Краснобаковского района;Администрация Краснобаковского района
14231;4345980083;-- Без названия (4345980083) --;-- Без названия (4345980083) --
14232;2354009090;Администрация Крутого сельского поселения Тихорецкого района;Администрация Крутого сельского поселения Тихорецкого района
14233;6009007435;"Автономная некоммерческая организация ""Информационно-консультационный центр Невельского района""";"Автономная некоммерческая организация ""Информационно-консультационный центр Невельского района"""
14234;6010004157;"Автономная некоммерческая организация ""Информационно-консультационный центр Новоржевского района""";"Автономная некоммерческая организация ""Информационно-консультационный центр Новоржевского района"""
14235;6004004085;"Автономная некоммерческая организация ""Информационно-консультационный центр Дедовичского района""";"Автономная некоммерческая организация ""Информационно-консультационный центр Дедовичского района"""
14236;6023004651;"Автономная некоммерческая организация ""Информационно-консультационный центр Струго-Красненского района""";"Автономная некоммерческая организация ""Информационно-консультационный центр Струго-Красненского района"""
14237;6015007144;"Муниципальное бюджетное учреждение ""Печорский бизнес-инкубатор""";"Муниципальное бюджетное учреждение ""Печорский бизнес-инкубатор"""
14238;7106510491;Межрегиональное территориальное управление Федерального агентства по управлению государственным имуществом в Тульской, Рязанской и Орловской областях;Межрегиональное территориальное управление Федерального агентства по управлению государственным имуществом в Тульской, Рязанской и Орловской областях
14239;6027129771;"Муниципальное бюджетное учреждение ""Псковский бизнес-инкубатор""";"Муниципальное бюджетное учреждение ""Псковский бизнес-инкубатор"""
14240;6932000536;Финансовое управление администрации Максатихинского района;Финансовое управление администрации Максатихинского района
14241;4709002326;Администрация Доможировского сельского поселения Лодейнопольского муниципального района Ленинградской области;Администрация Доможировского сельского поселения Лодейнопольского муниципального района Ленинградской области
14242;8901014500;"Государственное учреждение Ямало-Ненецкого автономного округа ""Объединение по экономическому развитию коренных малочисленных  народов Севера""";"Государственное учреждение Ямало-Ненецкого автономного округа ""Объединение по экономическому развитию коренных малочисленных  народов Севера"""
14243;1321114192;Администрация Торбеевского муниципального района Республики Мордовия;Администрация Торбеевского муниципального района Республики Мордовия
14244;7325155338;"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АГЕНТСТВО РАЗВИТИЯ ПРЕДПРИНИМАТЕЛЬСТВА ГОРОДА УЛЬЯНОВСКА""";"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АГЕНТСТВО РАЗВИТИЯ ПРЕДПРИНИМАТЕЛЬСТВА ГОРОДА УЛЬЯНОВСКА"""
14245;2354009029;-- Без названия (2354009029) --;-- Без названия (2354009029) --
14246;0316002558;Прибайкальская районная администрация;Прибайкальская районная администрация
14247;1214002014;"администрация муниципального образования ""Васильевское сельское поселение""";"администрация муниципального образования ""Васильевское сельское поселение"""
14248;3444265068;-- Без названия (3444265068) --;-- Без названия (3444265068) --
14249;1303065714;Администрация Атяшевского муниципального района;Администрация Атяшевского муниципального района
14250;6025037980;"Муниципальное автономное учреждение ""Информационно-консультационный центр г. Великие Луки""";"Муниципальное автономное учреждение ""Информационно-консультационный центр г. Великие Луки"""
14251;1211003796;"администрация муниципального образования ""Усолинское сельское поселение""";"администрация муниципального образования ""Усолинское сельское поселение"""
14252;5618003959;Администрация муниципального образования ЗАТО Комаровский;Администрация муниципального образования ЗАТО Комаровский
14253;2016013062;МКК - Фонд поддержки малого и среднего предпринимательства Чеченской Республики;МКК - Фонд поддержки малого и среднего предпринимательства Чеченской Республики
14254;8603032896;администрации города Нижневартовска;администрации города Нижневартовска
14255;5211090210;администрация Воротынского муниципального района;администрация Воротынского муниципального района
14256;2906001504;-- Без названия (2906001504) --;-- Без названия (2906001504) --
14257;3663116284;Акционерное общество «Центр испытаний и сертификации Воронежского авиационного кластера»;Акционерное общество «Центр испытаний и сертификации Воронежского авиационного кластера»
14258;4709008215;-- Без названия (4709008215) --;-- Без названия (4709008215) --
14259;6025035359;"Муниципальное автономное учреждение ""Бизнес-инкубатор ""Новация""";"Муниципальное автономное учреждение ""Бизнес-инкубатор ""Новация"""
14260;4711007032;-- Без названия (4711007032) --;-- Без названия (4711007032) --
14261;4324006472;"Микрокредитная компания Оричевский Фонд развития предпринимательства ""Бизнес центр""";"Микрокредитная компания Оричевский Фонд развития предпринимательства ""Бизнес центр"""
14262;4105030031;-- Без названия (4105030031) --;-- Без названия (4105030031) --
14263;2221017172;Министерство имущественных отношений Алтайского края;Министерство имущественных отношений Алтайского края
14264;4102002396;Администрация Вилючинского городского округа;Администрация Вилючинского городского округа
14265;7404990155;Фонд развития и поддержки малого и среднего предпринимательства - микрокредитная компания Златоустовского городского округа;Фонд развития и поддержки малого и среднего предпринимательства - микрокредитная компания Златоустовского городского округа
14266;6671313852;Некоммерческая организация Фонд «Екатеринбургский центр развития предпринимательства»;Некоммерческая организация Фонд «Екатеринбургский центр развития предпринимательства»
14267;1646018212;-- Без названия (1646018212) --;-- Без названия (1646018212) --
14268;3304003792;-- Без названия (3304003792) --;-- Без названия (3304003792) --
14269;0104010324;"Администрация муниципального образования ""Победенское сельское поселение""";"Администрация муниципального образования ""Победенское сельское поселение"""
14270;5935000998;Администрация Еловского муниципального района Пермского края;Администрация Еловского муниципального района Пермского края
14271;2338010958;"Муниципальное бюджетное учреждение  ""Информационно-консультационный центр""  муниципального образования Крыловский район";"Муниципальное бюджетное учреждение  ""Информационно-консультационный центр""  муниципального образования Крыловский район"
14272;6681006804;Нижнетуринский муниципальный фонд поддержки предпринимательства;Нижнетуринский муниципальный фонд поддержки предпринимательства
